,GameID,SeasonID,HomeID,AwayID,WinID,LossID,HomePts,AwayPts,GameDate,Home,Home3PM,Home3PA,Away,Away3PM,Away3PA,HomeWin,AwayWin,3PAResult,3PAABS,3PMResult,3PMABS,3P%Result,3P%ABS
1793,2010021817,5,17,28,17,28,71,69,2/18/2010,Felician,3,13,Chestnut Hill,6,15,1,0,0,2,0,3,0,16.9
651,201401049,9,9,19,9,19,61,53,1/4/2014,Bentley,2,20,Post,5,18,1,0,1,2,0,3,0,17.8
1502,2009012916,4,16,18,16,18,77,73,1/29/2009,Dominican (N.Y.),2,13,Caldwell,5,15,1,0,0,2,0,3,0,17.9
2043,2011021517,6,17,22,17,22,84,59,2/15/2011,Felician,4,10,Nyack,7,12,1,0,0,2,0,3,0,18.3
4917,2019021614,14,14,11,11,14,60,63,2/16/2019,So. New Hampshire,8,19,Merrimack,5,21,0,1,1,2,0,3,0,18.3
4678,2018120136,14,36,19,19,36,60,81,12/1/2018,NYIT,6,17,Post,3,19,0,1,1,2,0,3,0,19.5
2861,2014010828,9,28,26,26,28,59,71,1/8/2014,Chestnut Hill,4,11,USciences,1,9,0,1,0,2,0,3,0,25.3
4891,2019020917,14,17,23,17,23,90,72,2/9/2019,Felician,17,40,Wilmington (Del.),14,38,1,0,1,2,1,3,1,5.7
4331,2017121731,13,31,25,31,25,82,73,12/17/2017,St. Thomas Aquinas,12,30,Holy Family,9,28,1,0,1,2,1,3,1,7.9
348,201102129,6,9,14,9,14,83,74,2/12/2011,Bentley,11,29,So. New Hampshire,8,27,1,0,1,2,1,3,1,8.3
1234,201811142,14,2,6,2,6,84,74,11/14/2018,Adelphi,12,25,Pace,9,23,1,0,1,2,1,3,1,8.9
3533,2015120921,11,21,5,5,21,55,69,12/9/2015,Concordia (N.Y.),7,24,New Haven,10,26,0,1,1,2,1,3,1,9.3
848,201511149,11,9,18,9,18,80,63,11/14/2015,Bentley,11,24,Caldwell,8,22,1,0,1,2,1,3,1,9.4
73,200901109,4,9,12,9,12,84,57,1/10/2009,Bentley,10,25,Saint Anselm,7,23,1,0,1,2,1,3,1,9.6
2475,2012120833,8,33,35,33,35,84,79,12/8/2012,Roberts Wesleyan,11,23,Mercy,8,21,1,0,1,2,1,3,1,9.7
4844,2019012730,14,30,38,30,38,95,66,1/27/2019,Daemen,11,23,Dist. Columbia,8,21,1,0,1,2,1,3,1,9.7
792,201501142,10,2,9,9,2,67,75,1/14/2015,Adelphi,8,21,Bentley,11,23,0,1,1,2,1,3,1,9.7
1159,201801103,13,3,9,9,3,60,73,1/10/2018,American Int'l,7,21,Bentley,10,23,0,1,1,2,1,3,1,10.2
2031,2011020932,6,32,35,32,35,100,61,2/9/2011,Bridgeport,9,23,Mercy,6,21,1,0,1,2,1,3,1,10.5
2634,2013021017,8,17,25,25,17,72,89,2/10/2013,Felician,5,21,Holy Family,8,23,0,1,1,2,1,3,1,11
351,201102167,6,7,2,2,7,68,85,2/16/2011,So. Connecticut,6,19,Adelphi,9,21,0,1,1,2,1,3,1,11.3
2127,2011111936,7,36,25,25,36,64,67,11/19/2011,NYIT,5,20,Holy Family,8,22,0,1,1,2,1,3,1,11.4
3006,2014021638,9,38,33,33,38,62,76,2/16/2014,Dist. Columbia,5,20,Roberts Wesleyan,8,22,0,1,1,2,1,3,1,11.4
7,20091228,5,8,3,8,3,97,91,12/2/2009,Assumption,8,21,American Int'l,5,19,1,0,1,2,1,3,1,11.8
1475,2009011939,4,39,19,19,39,60,82,1/19/2009,Molloy,4,20,Post,7,22,0,1,1,2,1,3,1,11.8
1538,2009021419,4,19,28,28,19,108,97,2/14/2009,Post,7,31,Chestnut Hill,10,29,0,1,0,2,1,3,1,11.9
536,201212316,8,6,21,21,6,69,70,12/31/2012,Pace,5,17,Concordia (N.Y.),8,19,0,1,1,2,1,3,1,12.7
4815,2019011921,14,21,29,21,29,67,56,1/19/2019,Concordia (N.Y.),6,21,Georgian Court,3,19,1,0,1,2,1,3,1,12.8
569,201302023,8,3,14,14,3,57,67,2/2/2013,American Int'l,8,29,So. New Hampshire,11,27,0,1,0,2,1,3,1,13.1
4960,2019022614,14,14,8,8,14,60,66,2/26/2019,So. New Hampshire,2,19,Assumption,5,21,0,1,1,2,1,3,1,13.3
4752,2019010230,14,30,12,30,12,78,72,1/2/2019,Daemen,12,27,Saint Anselm,9,29,1,0,0,2,1,3,1,13.4
3104,2014112225,10,25,30,25,30,68,59,11/22/2014,Holy Family,7,24,Daemen,4,26,1,0,0,2,1,3,1,13.8
2422,2012111720,8,20,2,20,2,66,56,11/17/2012,Bloomfield,8,17,Adelphi,5,15,1,0,1,2,1,3,1,13.8
3668,2016012522,11,22,26,22,26,72,70,1/25/2016,Nyack,8,17,USciences,5,15,1,0,1,2,1,3,1,13.8
5003,2019031912,14,12,31,12,31,74,49,3/19/2019,Saint Anselm,6,19,St. Thomas Aquinas,3,17,1,0,1,2,1,3,1,14
3870,2016112220,12,20,19,19,20,86,91,11/22/2016,Bloomfield,3,25,Post,6,23,0,1,0,2,1,3,1,14.1
1340,201902237,14,7,6,7,6,77,61,2/23/2019,So. Connecticut,6,18,Pace,3,16,1,0,1,2,1,3,1,14.5
5194,20140301110,9,24,19,24,19,84,55,3/1/2014,Jefferson,6,18,Post,3,16,1,0,1,2,1,3,1,14.5
5204,20150203110,10,24,23,23,24,70,72,2/3/2015,Jefferson,3,16,Wilmington (Del.),6,18,0,1,1,2,1,3,1,14.5
1366,2008111636,4,36,7,36,7,90,49,11/16/2008,NYIT,10,24,So. Connecticut,7,26,1,0,0,2,1,3,1,14.8
2588,2013012627,8,27,19,19,27,72,76,1/26/2013,Goldey-Beacom,7,26,Post,10,24,0,1,0,2,1,3,1,14.8
3438,2015031714,10,14,7,14,7,75,58,3/17/2015,So. New Hampshire,7,22,So. Connecticut,4,24,1,0,0,2,1,3,1,15.1
2590,2013012633,8,33,38,33,38,71,69,1/26/2013,Roberts Wesleyan,7,16,Dist. Columbia,4,14,1,0,1,2,1,3,1,15.2
2611,2013020223,8,23,22,22,23,77,78,2/2/2013,Wilmington (Del.),4,14,Nyack,7,16,0,1,1,2,1,3,1,15.2
560,201301233,8,3,15,15,3,55,56,1/23/2013,American Int'l,3,15,Stonehill,6,17,0,1,1,2,1,3,1,15.3
4834,2019012533,14,33,38,33,38,87,59,1/25/2019,Roberts Wesleyan,8,22,Dist. Columbia,5,24,1,0,0,2,1,3,1,15.6
1448,2009010614,4,14,12,12,14,62,80,1/6/2009,So. New Hampshire,6,24,Saint Anselm,9,22,0,1,0,2,1,3,1,15.9
4801,2019011624,14,24,29,24,29,76,55,1/16/2019,Jefferson,10,22,Georgian Court,7,24,1,0,0,2,1,3,1,16.3
1121,201711293,13,3,6,3,6,72,60,11/29/2017,American Int'l,8,21,Pace,5,23,1,0,0,2,1,3,1,16.4
2251,2012011711,7,11,1,11,1,63,56,1/17/2012,Merrimack,7,14,Saint Rose,4,12,1,0,1,2,1,3,1,16.7
2049,2011021614,6,14,13,13,14,52,62,2/16/2011,So. New Hampshire,2,21,Saint Michael's,5,19,0,1,0,2,1,3,1,16.8
750,201412032,10,2,6,2,6,68,55,12/3/2014,Adelphi,10,21,Pace,7,23,1,0,0,2,1,3,1,17.2
4880,2019020613,14,13,14,13,14,82,72,2/6/2019,Saint Michael's,10,21,So. New Hampshire,7,23,1,0,0,2,1,3,1,17.2
4329,2017121719,13,19,13,13,19,68,81,12/17/2017,Post,7,23,Saint Michael's,10,21,0,1,0,2,1,3,1,17.2
153,200912056,5,6,5,6,5,85,61,12/5/2009,Pace,8,20,New Haven,5,22,1,0,0,2,1,3,1,17.3
924,201601301,11,1,15,1,15,69,53,1/30/2016,Saint Rose,8,20,Stonehill,5,22,1,0,0,2,1,3,1,17.3
2319,2012020720,7,20,17,20,17,83,55,2/7/2012,Bloomfield,8,20,Felician,5,22,1,0,0,2,1,3,1,17.3
3508,2015120215,11,15,10,15,10,75,54,12/2/2015,Stonehill,8,20,Franklin Pierce,5,22,1,0,0,2,1,3,1,17.3
2926,2014012533,9,33,31,31,33,62,68,1/25/2014,Roberts Wesleyan,8,23,St. Thomas Aquinas,11,21,0,1,0,2,1,3,1,17.6
4183,2017022539,12,39,34,39,34,78,71,2/25/2017,Molloy,7,19,LIU Post,4,21,1,0,0,2,1,3,1,17.8
1693,2010011132,5,32,31,32,31,80,58,1/11/2010,Bridgeport,6,14,St. Thomas Aquinas,3,12,1,0,1,2,1,3,1,17.9
1877,2010120322,6,22,11,11,22,71,101,12/3/2010,Nyack,9,23,Merrimack,12,21,0,1,0,2,1,3,1,18
1930,2011010511,6,11,3,11,3,84,68,1/5/2011,Merrimack,8,19,American Int'l,5,21,1,0,0,2,1,3,1,18.3
2250,2012011710,7,10,8,10,8,76,48,1/17/2012,Franklin Pierce,8,19,Assumption,5,21,1,0,0,2,1,3,1,18.3
3058,2014030512,9,12,5,5,12,58,85,3/5/2014,Saint Anselm,5,21,New Haven,8,19,0,1,0,2,1,3,1,18.3
3119,2014112522,10,22,31,31,22,78,83,11/25/2014,Nyack,4,20,St. Thomas Aquinas,7,18,0,1,0,2,1,3,1,18.9
4948,2019022319,14,19,16,16,19,74,84,2/23/2019,Post,5,20,Dominican (N.Y.),8,18,0,1,0,2,1,3,1,19.4
1669,2010010416,5,16,14,16,14,82,67,1/4/2010,Dominican (N.Y.),6,12,So. New Hampshire,3,10,1,0,1,2,1,3,1,20
2569,2013012116,8,16,17,16,17,71,58,1/21/2013,Dominican (N.Y.),5,13,Felician,2,11,1,0,1,2,1,3,1,20.3
3165,2014121320,10,20,16,16,20,80,92,12/13/2014,Bloomfield,3,18,Dominican (N.Y.),6,16,0,1,0,2,1,3,1,20.8
3781,2016022138,11,38,31,31,38,74,99,2/21/2016,Dist. Columbia,8,20,St. Thomas Aquinas,11,18,0,1,0,2,1,3,1,21.1
160,200912181,5,1,21,1,21,68,62,12/18/2009,Saint Rose,9,17,Concordia (N.Y.),6,19,1,0,0,2,1,3,1,21.3
2524,2013010916,8,16,21,16,21,65,55,1/9/2013,Dominican (N.Y.),4,11,Concordia (N.Y.),1,9,1,0,1,2,1,3,1,25.3
2016,2011020523,6,23,16,16,23,52,55,2/5/2011,Wilmington (Del.),3,15,Dominican (N.Y.),6,13,0,1,0,2,1,3,1,26.2
2135,2011112236,7,36,18,18,36,81,82,11/22/2011,NYIT,6,15,Caldwell,9,13,0,1,0,2,1,3,1,29.2
1840,2010111322,6,22,33,33,22,55,81,11/13/2010,Nyack,1,10,Roberts Wesleyan,4,8,0,1,0,2,1,3,1,40
3573,2015123032,11,32,15,32,15,84,82,12/30/2015,Bridgeport,9,24,Stonehill,13,26,1,0,0,2,0,4,0,12.5
4595,2018022834,13,34,39,39,34,66,71,2/28/2018,LIU Post,10,27,Molloy,6,25,0,1,0,2,0,4,0,13
4866,2019020225,14,25,21,25,21,69,66,2/2/2019,Holy Family,3,21,Concordia (N.Y.),7,23,1,0,0,2,0,4,0,16.1
3882,2016112727,12,27,3,27,3,79,73,11/27/2016,Goldey-Beacom,5,18,American Int'l,9,20,1,0,0,2,0,4,0,17.2
697,201402118,9,8,15,8,15,82,78,2/11/2014,Assumption,4,14,Stonehill,8,16,1,0,0,2,0,4,0,21.4
2516,2013010523,8,23,16,16,23,68,72,1/5/2013,Wilmington (Del.),7,18,Dominican (N.Y.),3,20,0,1,1,2,0,4,0,23.9
5212,20151115110,11,24,38,24,38,77,64,11/15/2015,Jefferson,2,12,Dist. Columbia,6,14,1,0,0,2,0,4,0,26.2
103,200902107,4,7,13,7,13,65,64,2/10/2009,So. Connecticut,3,16,Saint Michael's,7,14,1,0,1,2,0,4,0,31.2
4848,2019012914,14,14,2,2,14,90,99,1/29/2019,So. New Hampshire,10,26,Adelphi,14,28,0,1,1,2,1,4,1,11.5
150,200912026,5,6,4,6,4,74,67,12/2/2009,Pace,11,26,Le Moyne,7,24,1,0,1,2,1,4,1,13.1
3114,2014112511,10,11,12,12,11,78,82,11/25/2014,Merrimack,7,24,Saint Anselm,11,26,0,1,1,2,1,4,1,13.1
1334,201902201,14,1,3,1,3,73,72,2/20/2019,Saint Rose,13,24,American Int'l,9,22,1,0,1,2,1,4,1,13.3
4466,2018012721,13,21,28,28,21,69,89,1/27/2018,Concordia (N.Y.),7,23,Chestnut Hill,11,25,0,1,1,2,1,4,1,13.6
3779,2016022130,11,30,36,30,36,93,68,2/21/2016,Daemen,11,29,NYIT,7,31,1,0,0,2,1,4,1,15.3
2542,2013011225,8,25,27,25,27,83,70,1/12/2013,Holy Family,10,22,Goldey-Beacom,6,20,1,0,1,2,1,4,1,15.5
4349,2017123032,13,32,15,15,32,62,78,12/30/2017,Bridgeport,3,22,Stonehill,7,24,0,1,1,2,1,4,1,15.6
5170,20130105110,8,24,19,24,19,77,53,1/5/2013,Jefferson,11,20,Post,7,18,1,0,1,2,1,4,1,16.1
1527,2009020724,4,24,20,20,24,62,70,2/7/2009,Jefferson,4,20,Bloomfield,8,22,0,1,1,2,1,4,1,16.4
3969,2016123131,12,31,20,20,31,72,83,12/31/2016,St. Thomas Aquinas,5,19,Bloomfield,9,21,0,1,1,2,1,4,1,16.6
4391,2018011017,13,17,27,27,17,67,80,1/10/2018,Felician,6,18,Goldey-Beacom,10,20,0,1,1,2,1,4,1,16.7
749,201412031,10,1,7,7,1,70,99,12/3/2014,Saint Rose,9,29,So. Connecticut,13,27,0,1,0,2,1,4,1,17.1
1643,2009122131,5,31,4,4,31,49,79,12/21/2009,St. Thomas Aquinas,6,17,Le Moyne,10,19,0,1,1,2,1,4,1,17.3
1099,201711111,13,1,18,1,18,74,56,11/11/2017,Saint Rose,8,20,Caldwell,4,18,1,0,1,2,1,4,1,17.8
3873,2016112229,12,29,25,25,29,58,86,11/22/2016,Georgian Court,7,27,Holy Family,11,25,0,1,0,2,1,4,1,18.1
3565,2015121938,11,38,37,38,37,71,66,12/19/2015,Dist. Columbia,7,20,Queens (N.Y.),3,18,1,0,1,2,1,4,1,18.3
4605,2018031111,13,11,20,20,11,91,109,3/11/2018,Merrimack,8,27,Bloomfield,12,25,0,1,0,2,1,4,1,18.4
2604,2013013031,8,31,39,39,31,61,64,1/30/2013,St. Thomas Aquinas,4,17,Molloy,8,19,0,1,1,2,1,4,1,18.6
2619,2013020528,8,28,23,28,23,86,67,2/5/2013,Chestnut Hill,9,18,Wilmington (Del.),5,16,1,0,1,2,1,4,1,18.7
399,201111936,6,36,34,34,36,72,98,1/19/2011,NYIT,8,26,LIU Post,12,24,0,1,0,2,1,4,1,19.2
1528,2009020728,4,28,22,28,22,81,77,2/7/2009,Chestnut Hill,8,18,Nyack,4,16,1,0,1,2,1,4,1,19.4
4651,2018112012,14,12,15,12,15,92,66,11/20/2018,Saint Anselm,10,23,Stonehill,6,25,1,0,0,2,1,4,1,19.5
4414,2018011430,13,30,36,30,36,93,82,1/14/2018,Daemen,10,16,NYIT,6,14,1,0,1,2,1,4,1,19.6
2269,2012012138,7,38,34,34,38,85,92,1/21/2012,Dist. Columbia,2,17,LIU Post,6,19,0,1,1,2,1,4,1,19.8
4145,2017021534,12,34,38,34,38,88,67,2/15/2017,LIU Post,9,22,Dist. Columbia,5,24,1,0,0,2,1,4,1,20.1
4211,2017111123,13,23,34,23,34,78,67,11/11/2017,Wilmington (Del.),9,22,LIU Post,5,24,1,0,0,2,1,4,1,20.1
2147,2011113017,7,17,21,21,17,75,79,11/30/2011,Felician,2,16,Concordia (N.Y.),6,18,0,1,1,2,1,4,1,20.8
1428,2008123011,4,11,19,11,19,95,69,12/30/2008,Merrimack,10,21,Post,6,23,1,0,0,2,1,4,1,21.5
2890,2014011426,9,26,25,25,26,54,62,1/14/2014,USciences,1,16,Holy Family,5,18,0,1,1,2,1,4,1,21.5
3158,2014121015,10,15,12,12,15,57,75,12/10/2014,Stonehill,4,22,Saint Anselm,8,20,0,1,0,2,1,4,1,21.8
1654,2009123020,5,20,5,20,5,88,68,12/30/2009,Bloomfield,7,16,New Haven,3,14,1,0,1,2,1,4,1,22.4
4395,2018011024,13,24,22,24,22,89,68,1/10/2018,Jefferson,14,21,Nyack,10,23,1,0,0,2,1,4,1,23.2
3221,2015010723,10,23,24,24,23,62,68,1/7/2015,Wilmington (Del.),2,12,Jefferson,6,14,0,1,1,2,1,4,1,26.2
1995,2011012917,6,17,23,17,23,80,55,1/29/2011,Felician,6,13,Wilmington (Del.),2,11,1,0,1,2,1,4,1,28
1533,2009021218,4,18,22,22,18,63,76,2/12/2009,Caldwell,1,10,Nyack,5,12,0,1,1,2,1,4,1,31.7
3426,2015030134,10,34,33,34,33,65,64,3/1/2015,LIU Post,2,15,Roberts Wesleyan,7,17,1,0,0,2,0,5,0,27.9
2352,2012021619,7,19,20,20,19,72,75,2/16/2012,Post,6,17,Bloomfield,1,15,0,1,0,2,0,5,0,28.6
221,201002132,5,2,8,2,8,73,71,2/13/2010,Adelphi,2,14,Assumption,7,12,1,0,1,2,0,5,0,44
299,201101081,6,1,10,1,10,99,94,1/8/2011,Saint Rose,15,28,Franklin Pierce,10,26,1,0,1,2,1,5,1,15.1
1916,2010128157,6,34,36,34,36,88,75,12/8/2010,LIU Post,14,26,NYIT,9,24,1,0,1,2,1,5,1,16.3
870,201512058,11,8,10,10,8,72,84,12/5/2015,Assumption,8,23,Franklin Pierce,13,25,0,1,1,2,1,5,1,17.2
4630,2018111411,14,11,8,11,8,72,42,11/14/2018,Merrimack,9,24,Assumption,4,22,1,0,1,2,1,5,1,19.3
2365,2012022113,7,13,14,13,14,59,48,2/21/2012,Saint Michael's,10,23,So. New Hampshire,5,21,1,0,1,2,1,5,1,19.7
4593,2018022812,13,12,9,12,9,87,80,2/28/2018,Saint Anselm,10,23,Bentley,5,21,1,0,1,2,1,5,1,19.7
3810,2016030530,11,30,35,30,35,103,102,3/5/2016,Daemen,11,20,Mercy,6,18,1,0,1,2,1,5,1,21.7
4766,2019010532,14,32,3,32,3,87,75,1/5/2019,Bridgeport,11,20,American Int'l,6,18,1,0,1,2,1,5,1,21.7
3753,2016021337,11,37,34,37,34,76,65,2/13/2016,Queens (N.Y.),8,21,LIU Post,3,19,1,0,1,2,1,5,1,22.3
1762,2010020610,5,10,14,10,14,69,58,2/6/2010,Franklin Pierce,9,20,So. New Hampshire,4,18,1,0,1,2,1,5,1,22.8
1224,201811102,14,2,37,2,37,88,59,11/10/2018,Adelphi,8,20,Queens (N.Y.),3,18,1,0,1,2,1,5,1,23.3
1781,2010021328,5,28,16,16,28,72,84,2/13/2010,Chestnut Hill,4,17,Dominican (N.Y.),9,19,0,1,1,2,1,5,1,23.9
2189,2011121718,7,18,13,13,18,58,63,12/17/2011,Caldwell,4,17,Saint Michael's,9,19,0,1,1,2,1,5,1,23.9
1592,2009112139,5,39,10,10,39,67,86,11/21/2009,Molloy,3,17,Franklin Pierce,8,19,0,1,1,2,1,5,1,24.5
2006,2011020314,6,14,12,14,12,65,54,2/3/2011,So. New Hampshire,6,19,Saint Anselm,1,17,1,0,1,2,1,5,1,25.7
3070,2014111427,10,27,37,27,37,83,77,11/14/2014,Goldey-Beacom,9,17,Queens (N.Y.),4,15,1,0,1,2,1,5,1,26.2
79,200901177,4,7,11,11,7,60,72,1/17/2009,So. Connecticut,3,15,Merrimack,8,17,0,1,1,2,1,5,1,27.1
683,201402013,9,3,12,12,3,47,98,2/1/2014,American Int'l,5,21,Saint Anselm,10,19,0,1,0,2,1,5,1,28.8
2792,2013120421,9,21,20,20,21,68,90,12/4/2013,Concordia (N.Y.),2,14,Bloomfield,7,16,0,1,1,2,1,5,1,29.5
915,201601206,11,6,9,9,6,55,73,1/20/2016,Pace,1,19,Bentley,6,17,0,1,0,2,1,5,1,30
66,200901062,4,2,24,2,24,61,47,1/6/2009,Adelphi,9,18,Jefferson,4,20,1,0,0,2,1,5,1,30
1572,2009106515,4,2,24,2,24,61,47,1/6/2009,Adelphi,9,18,Jefferson,4,20,1,0,0,2,1,5,1,30
2410,2012111317,8,17,37,17,37,86,67,11/13/2012,Felician,8,15,Queens (N.Y.),3,13,1,0,1,2,1,5,1,30.2
3007,2014021737,9,37,35,37,35,71,67,2/17/2014,Queens (N.Y.),9,16,Mercy,4,18,1,0,0,2,1,5,1,34.1
2853,2014010436,9,36,8,8,36,68,69,1/4/2014,NYIT,8,19,Assumption,2,17,0,1,0,2,0,6,0,30.3
2384,2012030220,7,20,24,20,24,72,63,3/2/2012,Bloomfield,2,12,Jefferson,8,14,1,0,0,2,0,6,0,40.4
4753,2019010231,14,31,38,31,38,95,69,1/2/2019,St. Thomas Aquinas,15,32,Dist. Columbia,9,30,1,0,1,2,1,6,1,16.9
4357,2017123134,13,34,15,15,34,67,88,12/31/2017,LIU Post,7,27,Stonehill,13,29,0,1,1,2,1,6,1,18.9
3423,2015022837,10,37,32,32,37,80,98,2/28/2015,Queens (N.Y.),11,25,Bridgeport,17,27,0,1,1,2,1,6,1,19
2510,2013010319,8,19,20,20,19,60,92,1/3/2013,Post,6,23,Bloomfield,12,25,0,1,1,2,1,6,1,21.9
2140,2011112713,7,13,10,10,13,54,74,11/27/2011,Saint Michael's,4,22,Franklin Pierce,10,24,0,1,1,2,1,6,1,23.5
888,201512309,11,9,39,9,39,91,58,12/30/2015,Bentley,9,24,Molloy,3,22,1,0,1,2,1,6,1,23.9
4667,2018112822,14,22,35,35,22,65,68,11/28/2018,Nyack,5,21,Mercy,11,23,0,1,1,2,1,6,1,24
4250,2017111933,13,33,28,33,28,80,68,11/19/2017,Roberts Wesleyan,12,22,Chestnut Hill,6,20,1,0,1,2,1,6,1,24.5
529,201212154,8,4,25,4,25,79,49,12/15/2012,Le Moyne,10,22,Holy Family,4,20,1,0,1,2,1,6,1,25.5
1644,2009122211,5,11,32,11,32,95,88,12/22/2009,Merrimack,11,22,Bridgeport,5,24,1,0,0,2,1,6,1,29.2
3219,2015010718,10,18,19,19,18,54,67,1/7/2015,Caldwell,2,16,Post,8,18,0,1,1,2,1,6,1,31.9
1330,201902164,14,4,7,7,4,91,97,2/16/2019,Le Moyne,6,22,So. Connecticut,12,20,0,1,0,2,1,6,1,32.7
2670,2013022034,8,34,31,34,31,74,50,2/20/2013,LIU Post,8,17,St. Thomas Aquinas,2,15,1,0,1,2,1,6,1,33.8
4904,2019021312,14,12,8,12,8,100,69,2/13/2019,Saint Anselm,12,19,Assumption,6,21,1,0,0,2,1,6,1,34.6
4051,2017012131,12,31,39,31,39,103,89,1/21/2017,St. Thomas Aquinas,9,16,Molloy,3,14,1,0,1,2,1,6,1,34.9
2425,2012111735,8,35,22,22,35,64,67,11/17/2012,Mercy,0,15,Nyack,6,17,0,1,1,2,1,6,1,35.3
3293,2015012927,10,27,24,24,27,66,85,1/29/2015,Goldey-Beacom,2,14,Jefferson,8,16,0,1,1,2,1,6,1,35.7
728,201411158,10,8,18,18,8,68,75,11/15/2014,Assumption,3,13,Caldwell,9,15,0,1,1,2,1,6,1,36.9
1518,2009020417,4,17,16,17,16,80,58,2/4/2009,Felician,8,12,Dominican (N.Y.),2,10,1,0,1,2,1,6,1,46.7
1689,2010010927,5,27,21,27,21,86,75,1/9/2010,Goldey-Beacom,9,11,Concordia (N.Y.),3,13,1,0,0,2,1,6,1,58.7
3627,2016011233,11,33,30,30,33,96,98,1/12/2016,Roberts Wesleyan,18,31,Daemen,11,29,0,1,0,2,0,7,0,20.2
3090,2014111634,10,34,3,3,34,63,77,11/16/2014,LIU Post,7,22,American Int'l,14,24,0,1,1,2,1,7,1,26.5
4962,2019022716,14,16,17,16,17,92,58,2/27/2019,Dominican (N.Y.),11,23,Felician,4,21,1,0,1,2,1,7,1,28.8
350,201102166,6,6,4,4,6,50,69,2/16/2011,Pace,4,20,Le Moyne,11,22,0,1,1,2,1,7,1,30
3991,2017010711,12,11,6,11,6,100,74,1/7/2017,Merrimack,12,21,Pace,5,19,1,0,1,2,1,7,1,30.8
1287,201901121,14,1,9,1,9,66,61,1/12/2019,Saint Rose,13,24,Bentley,6,26,1,0,0,2,1,7,1,31.1
2024,2011020813,6,13,10,13,10,77,52,2/8/2011,Saint Michael's,11,19,Franklin Pierce,4,17,1,0,1,2,1,7,1,34.4
2949,2014020119,9,19,27,19,27,82,66,2/1/2014,Post,10,19,Goldey-Beacom,3,17,1,0,1,2,1,7,1,35
691,201402068,9,8,9,9,8,48,89,2/6/2014,Assumption,3,17,Bentley,10,19,0,1,1,2,1,7,1,35
3813,2016031212,11,12,24,12,24,83,71,3/12/2016,Saint Anselm,10,18,Jefferson,3,20,1,0,0,2,1,7,1,40.6
3314,2015020229,10,29,27,27,29,59,86,2/2/2015,Georgian Court,5,23,Goldey-Beacom,13,25,0,1,1,2,1,8,1,30.3
303,201101086,6,6,15,15,6,48,81,1/8/2011,Pace,2,17,Stonehill,10,19,0,1,1,2,1,8,1,40.8
2801,2013120723,9,23,19,19,23,68,77,12/7/2013,Wilmington (Del.),2,15,Post,10,17,0,1,1,2,1,8,1,45.5
4976,2019030219,14,19,21,19,21,85,56,3/2/2019,Post,13,29,Concordia (N.Y.),4,27,1,0,1,2,1,9,1,30
2920,2014012516,9,16,29,16,29,108,62,1/25/2014,Dominican (N.Y.),13,23,Georgian Court,3,21,1,0,1,2,1,10,1,42.2
822,201502111,10,1,6,1,6,83,54,2/11/2015,Saint Rose,13,21,Pace,3,19,1,0,1,2,1,10,1,46.1
5133,20111219157,7,34,4,4,34,81,97,12/19/2011,LIU Post,9,26,Le Moyne,8,23,0,1,0,3,0,1,1,0.2
4123,2017021117,12,17,25,17,25,80,77,2/11/2017,Felician,10,28,Holy Family,11,31,1,0,0,3,0,1,1,0.2
2795,2013120710,9,10,12,10,12,77,73,12/7/2013,Franklin Pierce,7,19,Saint Anselm,8,22,1,0,0,3,0,1,1,0.4
126,200903148,4,8,15,8,15,61,49,3/14/2009,Assumption,5,14,Stonehill,6,17,1,0,0,3,0,1,1,0.4
2881,2014011411,9,11,1,1,11,78,82,1/14/2014,Merrimack,6,20,Saint Rose,5,17,0,1,0,3,0,1,0,0.6
2980,2014020836,9,36,38,36,38,80,61,2/8/2014,NYIT,5,17,Dist. Columbia,6,20,1,0,0,3,0,1,0,0.6
4846,2019012818,14,18,26,18,26,76,48,1/28/2019,Caldwell,6,16,USciences,7,19,1,0,0,3,0,1,1,0.7
1252,201811286,14,6,3,6,3,66,59,11/28/2018,Pace,7,18,American Int'l,8,21,1,0,0,3,0,1,1,0.8
1071,201702077,12,7,3,7,3,78,68,2/7/2017,So. Connecticut,5,18,American Int'l,6,21,1,0,0,3,0,1,0,0.8
2952,2014020123,9,23,21,23,21,76,60,2/1/2014,Wilmington (Del.),3,10,Concordia (N.Y.),4,13,1,0,0,3,0,1,0,0.8
247,201011136,6,6,17,6,17,90,75,11/13/2010,Pace,5,13,Felician,6,16,1,0,0,3,0,1,1,1
532,201212195,8,5,21,5,21,77,60,12/19/2012,New Haven,6,15,Concordia (N.Y.),7,18,1,0,0,3,0,1,1,1.1
1068,201702048,12,8,9,9,8,63,70,2/4/2017,Assumption,7,18,Bentley,6,15,0,1,0,3,0,1,1,1.1
437,201201115,7,5,10,5,10,65,62,1/11/2012,New Haven,7,17,Franklin Pierce,8,20,1,0,0,3,0,1,1,1.2
4011,2017011027,12,27,17,27,17,92,83,1/10/2017,Goldey-Beacom,10,23,Felician,11,26,1,0,0,3,0,1,1,1.2
3088,2014111631,10,31,6,6,31,68,75,11/16/2014,St. Thomas Aquinas,4,14,Pace,3,11,0,1,0,3,0,1,0,1.3
1525,2009020716,4,16,23,16,23,74,66,2/7/2009,Dominican (N.Y.),3,11,Wilmington (Del.),4,14,1,0,0,3,0,1,0,1.3
