,GameID,SeasonID,HomeID,AwayID,WinID,LossID,HomePts,AwayPts,GameDate,Home,Home3PM,Home3PA,Away,Away3PM,Away3PA,HomeWin,AwayWin,3PAResult,3PAABS,3PMResult,3PMABS,3P%Result,3P%ABS
3956,2016121930,12,30,13,30,13,92,69,12/19/2016,Daemen,13,32,Saint Michael's,8,18,1,0,1,14,1,5,0,3.8
4787,2019011225,14,25,22,25,22,78,67,1/12/2019,Holy Family,8,27,Nyack,3,13,1,0,1,14,1,5,1,6.5
4501,2018020336,13,36,32,32,36,81,86,2/3/2018,NYIT,2,12,Bridgeport,7,26,0,1,1,14,1,5,1,10.2
3725,2016020915,11,15,11,11,15,84,91,2/9/2016,Stonehill,14,32,Merrimack,8,18,0,1,0,14,0,6,1,0.6
4372,2018010612,13,12,2,12,2,97,92,1/6/2018,Saint Anselm,6,15,Adelphi,12,29,1,0,0,14,0,6,0,1.4
2754,2013112018,9,18,17,18,17,91,77,11/20/2013,Caldwell,4,14,Felician,10,28,1,0,0,14,0,6,0,7.1
890,201601023,11,3,5,3,5,70,66,1/2/2016,American Int'l,2,13,New Haven,8,27,1,0,0,14,0,6,0,14.2
3424,2015030112,10,12,4,12,4,84,73,3/1/2015,Saint Anselm,10,24,Le Moyne,4,10,1,0,1,14,1,6,1,1.7
4675,2018120128,14,28,38,38,28,74,83,12/1/2018,Chestnut Hill,7,18,Dist. Columbia,13,32,0,1,1,14,1,6,1,1.7
3569,2015122020,11,20,15,15,20,85,89,12/20/2015,Bloomfield,8,17,Stonehill,14,31,0,1,1,14,1,6,0,1.9
117,200902247,4,7,4,4,7,71,75,2/24/2009,So. Connecticut,6,16,Le Moyne,12,30,0,1,1,14,1,6,1,2.5
632,201312047,9,7,1,7,1,76,65,12/4/2013,So. Connecticut,10,25,Saint Rose,4,11,1,0,1,14,1,6,1,3.6
714,201402257,9,7,3,7,3,99,73,2/25/2014,So. Connecticut,12,32,American Int'l,6,18,1,0,1,14,1,6,1,4.2
2921,2014012517,9,17,27,27,17,89,99,1/25/2014,Felician,6,19,Goldey-Beacom,12,33,0,1,1,14,1,6,1,4.8
4180,2017022533,12,33,30,30,33,71,80,2/25/2017,Roberts Wesleyan,1,9,Daemen,7,23,0,1,1,14,1,6,1,19.3
2530,2013010938,8,38,31,38,31,75,72,1/9/2013,Dist. Columbia,5,15,St. Thomas Aquinas,12,29,1,0,0,14,0,7,0,8.1
4502,2018020337,13,37,39,39,37,59,62,2/3/2018,Queens (N.Y.),10,26,Molloy,3,12,0,1,0,14,0,7,0,13.5
2398,2012110939,8,39,19,39,19,67,64,11/9/2012,Molloy,3,16,Post,10,30,1,0,0,14,0,7,0,14.5
5167,20121230110,8,24,8,8,24,57,62,12/30/2012,Jefferson,9,23,Assumption,2,9,0,1,0,14,0,7,0,16.9
4365,2018010325,13,25,29,29,25,74,77,1/3/2018,Holy Family,9,28,Georgian Court,2,14,0,1,0,14,0,7,0,17.8
1993,2011012915,6,15,1,15,1,72,62,1/29/2011,Stonehill,0,7,Saint Rose,7,21,1,0,0,14,0,7,0,33.3
959,201602287,11,7,14,14,7,104,107,2/28/2016,So. Connecticut,9,20,So. New Hampshire,16,34,0,1,1,14,1,7,1,2.1
991,201611306,12,6,3,6,3,77,66,11/30/2016,Pace,13,28,American Int'l,6,14,1,0,1,14,1,7,1,3.5
1888,2010120832,6,32,39,32,39,70,53,12/8/2010,Bridgeport,12,27,Molloy,5,13,1,0,1,14,1,7,1,5.9
4579,2018022424,13,24,25,24,25,81,57,2/24/2018,Jefferson,14,34,Holy Family,7,20,1,0,1,14,1,7,1,6.2
3959,2016122929,12,29,15,15,29,78,87,12/29/2016,Georgian Court,4,11,Stonehill,11,25,0,1,1,14,1,7,1,7.6
4367,2018010328,13,28,23,23,28,65,67,1/3/2018,Chestnut Hill,5,17,Wilmington (Del.),12,31,0,1,1,14,1,7,1,9.3
154,200912081,5,1,4,1,4,90,72,12/8/2009,Saint Rose,10,23,Le Moyne,3,9,1,0,1,14,1,7,1,10.2
1251,201811282,14,2,27,2,27,97,90,11/28/2018,Adelphi,11,29,Goldey-Beacom,4,15,1,0,1,14,1,7,1,11.2
3254,2015011715,10,15,20,15,20,84,73,1/17/2015,Stonehill,10,28,Bloomfield,3,14,1,0,1,14,1,7,1,14.3
3577,2015123119,11,19,6,19,6,72,58,12/31/2015,Post,9,26,Pace,2,12,1,0,1,14,1,7,1,17.9
74,200901141,4,1,10,1,10,76,75,1/14/2009,Saint Rose,3,11,Franklin Pierce,11,25,1,0,0,14,0,8,0,16.7
235,201002244,5,4,1,4,1,87,83,2/24/2010,Le Moyne,3,11,Saint Rose,11,25,1,0,0,14,0,8,0,16.7
2473,2012120828,8,28,19,28,19,70,66,12/8/2012,Chestnut Hill,3,17,Post,11,31,1,0,0,14,0,8,0,17.9
2825,2013121838,9,38,36,36,38,67,104,12/18/2013,Dist. Columbia,5,13,NYIT,13,27,0,1,1,14,1,8,1,9.6
3081,2014111534,10,34,10,10,34,62,71,11/15/2014,LIU Post,3,16,Franklin Pierce,11,30,0,1,1,14,1,8,1,17.9
4219,2017111212,13,12,29,12,29,71,48,11/12/2017,Saint Anselm,10,31,Georgian Court,2,17,1,0,1,14,1,8,1,20.5
4539,2018021414,13,14,12,12,14,59,68,2/14/2018,So. New Hampshire,1,14,Saint Anselm,9,28,0,1,1,14,1,8,1,25
549,201301129,8,9,6,9,6,61,60,1/12/2013,Bentley,9,26,Pace,1,12,1,0,1,14,1,8,1,26.3
1534,2009021224,4,24,26,24,26,61,37,2/12/2009,Jefferson,8,19,USciences,0,5,1,0,1,14,1,8,1,42.1
3065,2014031512,9,12,4,12,4,73,62,3/15/2014,Saint Anselm,14,32,Le Moyne,5,18,1,0,1,14,1,9,1,16
3338,2015020735,10,35,37,37,35,67,87,2/7/2015,Mercy,3,13,Queens (N.Y.),12,27,0,1,1,14,1,9,1,21.3
3370,2015021438,10,38,39,39,38,80,86,2/14/2015,Dist. Columbia,16,31,Molloy,6,17,0,1,0,14,0,10,0,16.3
290,201012194,6,4,34,4,34,75,66,12/19/2010,Le Moyne,1,13,LIU Post,11,27,1,0,0,14,0,10,0,33
804,201501274,10,4,15,15,4,57,69,1/27/2015,Le Moyne,3,11,Stonehill,13,25,0,1,1,14,1,10,1,24.7
3992,2017010713,12,13,2,2,13,77,89,1/7/2017,Saint Michael's,2,14,Adelphi,12,28,0,1,1,14,1,10,1,28.6
3983,2017010425,12,25,22,25,22,91,57,1/4/2017,Holy Family,13,34,Nyack,2,20,1,0,1,14,1,11,1,28.2
1347,201903034,14,4,6,4,6,86,66,3/3/2019,Le Moyne,14,26,Pace,3,12,1,0,1,14,1,11,1,28.8
639,201312108,9,8,14,14,8,50,79,12/10/2013,Assumption,3,15,So. New Hampshire,15,29,0,1,1,14,1,12,1,31.7
694,201402087,9,7,4,7,4,97,75,2/8/2014,So. Connecticut,16,30,Le Moyne,3,16,1,0,1,14,1,13,1,34.5
4585,2018022511,13,11,5,11,5,75,59,2/25/2018,Merrimack,14,28,New Haven,0,14,1,0,1,14,1,14,1,50
616,201311179,9,9,25,9,25,82,75,11/17/2013,Bentley,11,23,Holy Family,12,38,1,0,0,15,0,1,1,16.2
46,200812065,4,5,9,5,9,70,61,12/6/2008,New Haven,5,13,Bentley,6,28,1,0,0,15,0,1,1,17.1
2032,2011020936,6,36,37,36,37,80,75,2/9/2011,NYIT,7,15,Queens (N.Y.),8,30,1,0,0,15,0,1,1,20
2745,2013111631,9,31,15,31,15,78,67,11/16/2013,St. Thomas Aquinas,7,15,Stonehill,8,30,1,0,0,15,0,1,1,20
657,201401086,9,6,11,11,6,63,70,1/8/2014,Pace,8,30,Merrimack,7,15,0,1,0,15,0,1,1,20
3482,2015112132,11,32,9,32,9,89,86,11/21/2015,Bridgeport,12,21,Bentley,13,36,1,0,0,15,0,1,1,21
1465,2009011320,4,20,19,20,19,79,58,1/13/2009,Bloomfield,6,12,Post,7,27,1,0,0,15,0,1,1,24.1
2720,2013110934,9,34,6,34,6,84,82,11/9/2013,LIU Post,7,13,Pace,8,28,1,0,0,15,0,1,1,25.2
1544,2009021717,4,17,19,17,19,78,61,2/17/2009,Felician,5,10,Post,6,25,1,0,0,15,0,1,1,26
2840,2014010228,9,28,25,28,25,62,57,1/2/2014,Chestnut Hill,5,17,Holy Family,7,32,1,0,0,15,0,2,1,7.5
2855,2014010716,9,16,30,16,30,98,93,1/7/2014,Dominican (N.Y.),4,13,Daemen,6,28,1,0,0,15,0,2,1,9.4
2558,2013011527,8,27,28,28,27,99,105,1/15/2013,Goldey-Beacom,10,35,Chestnut Hill,8,20,0,1,0,15,0,2,1,11.4
2504,2012123111,8,11,20,11,20,87,69,12/31/2012,Merrimack,5,14,Bloomfield,7,29,1,0,0,15,0,2,1,11.6
3909,2016120333,12,33,28,28,33,80,82,12/3/2016,Roberts Wesleyan,8,29,Chestnut Hill,6,14,0,1,0,15,0,2,1,15.3
906,201601133,11,3,10,3,10,88,86,1/13/2016,American Int'l,9,18,Franklin Pierce,11,33,1,0,0,15,0,2,1,16.7
2087,2011030427,6,27,19,27,19,74,63,3/4/2011,Goldey-Beacom,8,16,Post,10,31,1,0,0,15,0,2,1,17.7
1187,201802031,13,1,7,7,1,83,91,2/3/2018,Saint Rose,12,33,So. Connecticut,10,18,0,1,0,15,0,2,1,19.2
5236,20170201110,12,24,27,27,24,66,71,2/1/2017,Jefferson,9,28,Goldey-Beacom,7,13,0,1,0,15,0,2,1,21.7
4750,2019010227,14,27,28,27,28,83,63,1/2/2019,Goldey-Beacom,8,29,Chestnut Hill,6,14,1,0,1,15,1,2,0,15.3
3001,2014021526,9,26,16,16,26,69,82,2/15/2014,USciences,7,32,Dominican (N.Y.),9,17,0,1,0,15,1,2,1,31
1746,2010013027,5,27,20,27,20,88,61,1/30/2010,Goldey-Beacom,7,14,Bloomfield,5,29,1,0,0,15,1,2,1,32.8
1571,2009030315,4,15,4,4,15,66,80,3/3/2009,Stonehill,5,25,Le Moyne,7,10,0,1,0,15,1,2,1,50
761,201412117,10,7,13,13,7,84,88,12/11/2014,So. Connecticut,12,35,Saint Michael's,9,20,0,1,0,15,0,3,1,10.7
2918,2014012514,9,14,4,4,14,68,78,1/25/2014,So. New Hampshire,11,30,Le Moyne,8,15,0,1,0,15,0,3,1,16.6
4067,2017012618,12,18,20,20,18,75,78,1/26/2017,Caldwell,9,27,Bloomfield,6,12,0,1,0,15,0,3,1,16.7
2394,2012110911,8,11,16,11,16,81,76,11/9/2012,Merrimack,3,5,Dominican (N.Y.),6,20,1,0,0,15,0,3,1,30
3658,2016012225,11,25,17,25,17,75,48,1/22/2016,Holy Family,8,35,Felician,5,20,1,0,1,15,1,3,0,2.1
3034,2014022239,9,39,38,39,38,90,66,2/22/2014,Molloy,6,26,Dist. Columbia,3,11,1,0,1,15,1,3,0,4.2
2256,2012011723,7,23,26,23,26,83,65,1/17/2012,Wilmington (Del.),6,22,USciences,3,7,1,0,1,15,1,3,0,15.6
1459,2009011025,4,25,22,25,22,77,55,1/10/2009,Holy Family,7,9,Nyack,4,24,1,0,0,15,1,3,1,61.1
3146,2014120619,10,19,23,23,19,60,77,12/6/2014,Post,8,28,Wilmington (Del.),4,13,0,1,0,15,0,4,1,2.2
1400,2008120627,4,27,18,18,27,71,83,12/6/2008,Goldey-Beacom,7,24,Caldwell,3,9,0,1,0,15,0,4,1,4.1
1116,201711212,13,2,4,4,2,73,85,11/21/2017,Adelphi,11,33,Le Moyne,7,18,0,1,0,15,0,4,1,5.6
2429,2012112015,8,15,10,10,15,73,85,11/20/2012,Stonehill,9,28,Franklin Pierce,5,13,0,1,0,15,0,4,1,6.4
2765,2013112331,9,31,38,31,38,67,63,11/23/2013,St. Thomas Aquinas,3,8,Dist. Columbia,7,23,1,0,0,15,0,4,1,7.1
3391,2015022123,10,23,18,18,23,71,75,2/21/2015,Wilmington (Del.),9,27,Caldwell,5,12,0,1,0,15,0,4,1,8.4
4258,2017112237,13,37,17,17,37,85,101,11/22/2017,Queens (N.Y.),14,33,Felician,10,18,0,1,0,15,0,4,1,13.2
3521,2015120526,11,26,25,25,26,44,47,12/5/2015,USciences,2,8,Holy Family,6,23,0,1,1,15,1,4,1,1.1
4216,2017111132,13,32,6,32,6,83,78,11/11/2017,Bridgeport,8,28,Pace,4,13,1,0,1,15,1,4,0,2.2
3826,2016111218,12,18,33,18,33,85,80,11/12/2016,Caldwell,12,37,Roberts Wesleyan,8,22,1,0,1,15,1,4,0,4
4152,2017021816,12,16,22,16,22,83,73,2/18/2017,Dominican (N.Y.),8,26,Nyack,4,11,1,0,1,15,1,4,0,5.6
3683,2016013013,11,13,3,3,13,66,69,1/30/2016,Saint Michael's,7,18,American Int'l,11,33,0,1,1,15,1,4,0,5.6
191,201001169,5,9,8,9,8,81,59,1/16/2010,Bentley,7,21,Assumption,3,6,1,0,1,15,1,4,0,16.7
3457,2015111513,11,13,39,13,39,84,79,11/15/2015,Saint Michael's,8,19,Molloy,13,34,1,0,0,15,0,5,1,3.9
770,201412312,10,2,34,34,2,54,65,12/31/2014,Adelphi,9,31,LIU Post,4,16,0,1,0,15,0,5,0,4
636,201312079,9,9,13,13,9,82,92,12/7/2013,Bentley,15,38,Saint Michael's,10,23,0,1,0,15,0,5,1,4
1815,2010022727,5,27,16,16,27,65,70,2/27/2010,Goldey-Beacom,10,23,Dominican (N.Y.),5,8,0,1,0,15,0,5,1,19
4259,2017112520,13,20,32,32,20,88,101,11/25/2017,Bloomfield,5,14,Bridgeport,10,29,0,1,1,15,1,5,0,1.2
900,201601095,11,5,9,9,5,50,76,1/9/2016,New Haven,5,17,Bentley,10,32,0,1,1,15,1,5,1,1.9
3148,2014120625,10,25,16,25,16,86,78,12/6/2014,Holy Family,11,31,Dominican (N.Y.),6,16,1,0,1,15,1,5,0,2
811,201501319,10,9,6,9,6,75,53,1/31/2015,Bentley,10,33,Pace,5,18,1,0,1,15,1,5,1,2.5
328,201101261,6,1,9,9,1,60,83,1/26/2011,Saint Rose,6,15,Bentley,11,30,0,1,1,15,1,5,0,3.3
3947,2016121735,12,35,39,39,35,65,86,12/17/2016,Mercy,5,12,Molloy,10,27,0,1,1,15,1,5,0,4.7
4618,2018111032,14,32,26,32,26,110,99,11/10/2018,Bridgeport,13,33,USciences,8,18,1,0,1,15,1,5,0,5
4742,2018123019,14,19,6,19,6,88,80,12/30/2018,Post,8,30,Pace,3,15,1,0,1,15,1,5,1,6.7
3502,2015112915,11,15,31,15,31,75,64,11/29/2015,Stonehill,10,26,St. Thomas Aquinas,5,11,1,0,1,15,1,5,0,7
970,201611124,12,4,21,4,21,83,65,11/12/2016,Le Moyne,11,27,Concordia (N.Y.),6,12,1,0,1,15,1,5,0,9.3
3808,2016030425,11,25,26,25,26,70,62,3/4/2016,Holy Family,7,29,USciences,2,14,1,0,1,15,1,5,1,9.8
3587,2016010328,11,28,25,25,28,48,59,1/3/2016,Chestnut Hill,1,16,Holy Family,6,31,0,1,1,15,1,5,1,13.1
242,201003149,5,9,11,9,11,83,79,3/14/2010,Bentley,7,17,Merrimack,13,32,1,0,0,15,0,6,1,0.6
690,201402063,9,3,1,1,3,73,82,2/6/2014,American Int'l,9,23,Saint Rose,3,8,0,1,0,15,0,6,0,1.6
1390,2008120218,4,18,17,18,17,78,70,12/2/2008,Caldwell,4,11,Felician,10,26,1,0,0,15,0,6,0,2.1
5222,20160220110,11,24,25,24,25,76,66,2/20/2016,Jefferson,3,17,Holy Family,9,32,1,0,0,15,0,6,0,10.5
3447,2015111415,11,15,29,15,29,90,82,11/14/2015,Stonehill,13,31,Georgian Court,7,16,1,0,1,15,1,6,0,1.9
729,201411159,10,9,25,25,9,67,68,11/15/2014,Bentley,7,20,Holy Family,13,35,0,1,1,15,1,6,1,2.1
1637,2009121914,5,14,35,14,35,81,64,12/19/2009,So. New Hampshire,10,27,Mercy,4,12,1,0,1,15,1,6,1,3.7
4655,2018112038,14,38,27,38,27,80,79,11/20/2018,Dist. Columbia,12,36,Goldey-Beacom,6,21,1,0,1,15,1,6,1,4.7
3754,2016021631,11,31,35,31,35,79,44,2/16/2016,St. Thomas Aquinas,9,26,Mercy,3,11,1,0,1,15,1,6,1,7.3
891,201601024,11,4,7,7,4,72,83,1/2/2016,Le Moyne,12,32,So. Connecticut,5,17,0,1,0,15,0,7,0,8.1
3530,2015120829,11,29,26,26,29,66,73,12/8/2015,Georgian Court,7,19,USciences,0,4,0,1,0,15,0,7,0,36.8
4288,2017120229,13,29,24,24,29,60,69,12/2/2017,Georgian Court,3,15,Jefferson,10,30,0,1,1,15,1,7,1,13.3
3687,2016013021,11,21,26,21,26,79,78,1/30/2016,Concordia (N.Y.),9,23,USciences,2,8,1,0,1,15,1,7,1,14.1
5164,20121215193,8,14,36,14,36,74,56,12/15/2012,So. New Hampshire,9,23,NYIT,2,8,1,0,1,15,1,7,1,14.1
4762,2019010519,14,19,25,19,25,100,87,1/5/2019,Post,18,36,Holy Family,10,21,1,0,1,15,1,8,1,2.4
1193,201802065,13,5,6,5,6,81,68,2/6/2018,New Haven,15,37,Pace,7,22,1,0,1,15,1,8,1,8.7
3517,2015120515,11,15,13,15,13,93,57,12/5/2015,Stonehill,15,37,Saint Michael's,7,22,1,0,1,15,1,8,1,8.7
1292,201901154,14,4,14,4,14,77,68,1/15/2019,Le Moyne,12,28,So. New Hampshire,4,13,1,0,1,15,1,8,1,12.1
5181,20131113110,9,24,29,24,29,88,64,11/13/2013,Jefferson,11,29,Georgian Court,3,14,1,0,1,15,1,8,1,16.5
1485,2009012224,4,24,27,24,27,73,60,1/22/2009,Jefferson,10,22,Goldey-Beacom,2,7,1,0,1,15,1,8,1,16.9
10,20101127,5,7,13,13,7,76,78,1/12/2010,So. Connecticut,2,8,Saint Michael's,10,23,0,1,1,15,1,8,1,18.5
3193,2014122110,10,10,16,10,16,88,72,12/21/2014,Franklin Pierce,10,25,Dominican (N.Y.),2,10,1,0,1,15,1,8,1,20
5037,20090124509,4,32,35,32,35,97,69,1/24/2009,Bridgeport,10,25,Mercy,2,10,1,0,1,15,1,8,1,20
407,201112085,7,5,35,5,35,72,48,12/8/2011,New Haven,8,23,Mercy,0,8,1,0,1,15,1,8,1,34.8
4563,2018022012,13,12,15,12,15,82,72,2/20/2018,Saint Anselm,4,16,Stonehill,13,31,1,0,0,15,0,9,0,16.9
1246,201811252,14,2,17,2,17,97,91,11/25/2018,Adelphi,18,40,Felician,9,25,1,0,1,15,1,9,1,9
1336,201902206,14,6,4,4,6,52,74,2/20/2019,Pace,5,16,Le Moyne,14,31,0,1,1,15,1,9,1,13.9
680,201401299,9,9,1,9,1,95,87,1/29/2014,Bentley,13,28,Saint Rose,4,13,1,0,1,15,1,9,1,15.6
1040,201701149,12,9,3,9,3,77,65,1/14/2017,Bentley,12,26,American Int'l,3,11,1,0,1,15,1,9,1,18.9
2847,2014010425,9,25,17,25,17,82,56,1/4/2014,Holy Family,11,32,Felician,2,17,1,0,1,15,1,9,1,22.6
3585,2016010316,11,16,10,10,16,74,80,1/3/2016,Dominican (N.Y.),2,12,Franklin Pierce,12,27,0,1,1,15,1,10,1,27.7
4203,2017111037,13,37,28,37,28,78,56,11/10/2017,Queens (N.Y.),14,35,Chestnut Hill,3,20,1,0,1,15,1,11,1,25
4359,2018010311,13,11,7,11,7,80,69,1/3/2018,Merrimack,12,32,So. Connecticut,1,17,1,0,1,15,1,11,1,31.6
2873,2014011122,9,22,20,20,22,50,81,1/11/2014,Nyack,3,13,Bloomfield,15,28,0,1,1,15,1,12,1,30.5
2375,2012022238,7,38,39,38,39,109,78,2/22/2012,Dist. Columbia,17,32,Molloy,4,17,1,0,1,15,1,13,1,29.6
3937,2016121222,12,22,2,2,22,66,99,12/12/2016,Nyack,3,19,Adelphi,20,34,0,1,1,15,1,17,1,43
3215,2015010712,10,12,5,5,12,52,56,1/7/2015,Saint Anselm,5,28,New Haven,4,12,0,1,0,16,0,1,1,15.4
1237,201811175,14,5,2,5,2,87,67,11/17/2018,New Haven,10,22,Adelphi,11,38,1,0,0,16,0,1,1,16.6
2187,2011121436,7,36,14,36,14,74,60,12/14/2011,NYIT,4,7,So. New Hampshire,5,23,1,0,0,16,0,1,1,35.4
2069,2011022319,6,19,18,19,18,81,78,2/23/2011,Post,11,32,Caldwell,10,16,1,0,1,16,1,1,0,28.1
3927,2016121016,12,16,20,20,16,57,70,12/10/2016,Dominican (N.Y.),5,27,Bloomfield,6,11,0,1,0,16,1,1,1,36
3285,2015012519,10,19,25,19,25,68,65,1/25/2015,Post,5,17,Holy Family,7,33,1,0,0,16,0,2,1,8.2
4072,2017012819,12,19,25,19,25,77,63,1/28/2017,Post,8,21,Holy Family,10,37,1,0,0,16,0,2,1,11.1
1946,2011011039,6,39,36,39,36,72,56,1/10/2011,Molloy,6,14,NYIT,8,30,1,0,0,16,0,2,1,16.2
3142,2014120613,10,13,9,13,9,95,87,12/6/2014,Saint Michael's,12,22,Bentley,14,38,1,0,0,16,0,2,1,17.7
1933,2011010514,6,14,2,2,14,58,60,1/5/2011,So. New Hampshire,10,30,Adelphi,8,14,0,1,0,16,0,2,1,23.8
1543,2009021612,4,12,10,12,10,83,70,2/16/2009,Saint Anselm,8,20,Franklin Pierce,11,36,1,0,0,16,0,3,1,9.4
3843,2016111614,12,14,12,14,12,74,68,11/16/2016,So. New Hampshire,4,11,Saint Anselm,7,27,1,0,0,16,0,3,1,10.5
237,201002249,5,9,15,15,9,69,76,2/24/2010,Bentley,8,29,Stonehill,5,13,0,1,0,16,0,3,1,10.9
91,200901288,4,8,13,8,13,76,60,1/28/2009,Assumption,3,8,Saint Michael's,6,24,1,0,0,16,0,3,1,12.5
2036,2011021213,6,13,15,15,13,51,59,2/12/2011,Saint Michael's,3,23,Stonehill,0,7,0,1,0,16,0,3,0,13
1109,201711156,13,6,2,6,2,102,96,11/15/2017,Pace,4,10,Adelphi,7,26,1,0,0,16,0,3,1,13.1
524,201212083,8,3,1,1,3,62,67,12/8/2012,American Int'l,8,27,Saint Rose,5,11,0,1,0,16,0,3,1,15.9
392,201111277,7,7,1,7,1,86,74,11/27/2011,So. Connecticut,6,28,Saint Rose,3,12,1,0,1,16,1,3,0,3.6
1257,201812014,14,4,6,6,4,53,56,12/1/2018,Le Moyne,7,31,Pace,3,15,0,1,0,16,0,4,0,2.6
2395,2012110920,8,20,36,36,20,71,81,11/9/2012,Bloomfield,6,32,NYIT,2,16,0,1,0,16,0,4,0,6.3
554,201301194,8,4,15,4,15,68,62,1/19/2013,Le Moyne,4,10,Stonehill,8,26,1,0,0,16,0,4,1,9.2
3624,2016011227,11,27,20,20,27,68,70,1/12/2016,Goldey-Beacom,8,26,Bloomfield,4,10,0,1,0,16,0,4,1,9.2
3156,2014120939,10,39,9,9,39,92,99,12/9/2014,Molloy,10,29,Bentley,6,13,0,1,0,16,0,4,1,11.7
5148,20120216110,7,24,26,26,24,74,76,2/16/2012,Jefferson,11,29,USciences,7,13,0,1,0,16,0,4,1,15.9
1364,2008111621,4,21,19,19,21,60,72,11/16/2008,Concordia (N.Y.),3,9,Post,7,25,0,1,1,16,1,4,0,5.3
4159,2017021831,12,31,29,31,29,105,75,2/18/2017,St. Thomas Aquinas,14,34,Georgian Court,10,18,1,0,1,16,1,4,0,14.4
3825,2016111213,12,13,35,35,13,71,89,11/12/2016,Saint Michael's,4,8,Mercy,8,24,0,1,1,16,1,4,0,16.7
3697,2016020311,11,11,13,13,11,71,74,2/3/2016,Merrimack,11,39,Saint Michael's,6,23,0,1,0,16,0,5,0,2.1
4952,2019022327,14,27,26,26,27,82,83,2/23/2019,Goldey-Beacom,8,28,USciences,3,12,0,1,0,16,0,5,0,3.6
3419,2015022825,10,25,18,25,18,73,69,2/28/2015,Holy Family,8,28,Caldwell,3,12,1,0,1,16,1,5,1,3.6
4610,2018111011,14,11,25,11,25,69,50,11/10/2018,Merrimack,9,33,Holy Family,4,17,1,0,1,16,1,5,1,3.8
2974,2014020825,9,25,18,25,18,90,75,2/8/2014,Holy Family,11,31,Caldwell,6,15,1,0,1,16,1,5,0,4.5
2073,2011022326,6,26,25,26,25,86,80,2/23/2011,USciences,5,14,Holy Family,11,30,1,0,0,16,0,6,0,1
4321,2017121532,13,32,33,33,32,82,85,12/15/2017,Bridgeport,11,27,Roberts Wesleyan,5,11,0,1,0,16,0,6,1,4.8
361,201102262,6,2,7,2,7,79,70,2/26/2011,Adelphi,4,15,So. Connecticut,10,31,1,0,0,16,0,6,0,5.6
4185,2017022614,12,14,2,14,2,97,95,2/26/2017,So. New Hampshire,3,13,Adelphi,9,29,1,0,0,16,0,6,0,7.9
199,201001238,5,8,13,8,13,77,60,1/23/2010,Assumption,2,9,Saint Michael's,8,25,1,0,0,16,0,6,0,9.8
5127,20111127110,7,24,31,24,31,71,62,11/27/2011,Jefferson,1,4,St. Thomas Aquinas,7,20,1,0,0,16,0,6,0,10
1141,201712136,13,6,27,6,27,70,65,12/13/2017,Pace,5,15,Goldey-Beacom,12,31,1,0,0,16,0,7,0,5.4
5206,20150212110,10,24,25,24,25,72,71,2/12/2015,Jefferson,3,15,Holy Family,10,31,1,0,0,16,0,7,0,12.3
297,201101028,6,8,6,8,6,83,72,1/2/2011,Assumption,12,29,Pace,5,13,1,0,1,16,1,7,1,2.9
4788,2019011226,14,26,17,17,26,67,86,1/12/2019,USciences,5,13,Felician,12,29,0,1,1,16,1,7,1,2.9
4652,2018112013,14,13,10,10,13,92,99,11/20/2018,Saint Michael's,6,16,Franklin Pierce,13,32,0,1,1,16,1,7,1,3.1
4443,2018012124,13,24,21,24,21,96,85,1/21/2018,Jefferson,17,35,Concordia (N.Y.),10,19,1,0,1,16,1,7,0,4
2472,2012120827,8,27,18,27,18,76,62,12/8/2012,Goldey-Beacom,11,27,Caldwell,4,11,1,0,1,16,1,7,1,4.3
3265,2015012110,10,10,6,10,6,78,65,1/21/2015,Franklin Pierce,12,31,Pace,5,15,1,0,1,16,1,7,1,5.4
4035,2017011728,12,28,25,25,28,67,81,1/17/2017,Chestnut Hill,5,16,Holy Family,12,32,0,1,1,16,1,7,1,6.2
641,201312194,9,4,7,7,4,69,70,12/19/2013,Le Moyne,4,13,So. Connecticut,11,29,0,1,1,16,1,7,1,7.1
4257,2017112131,13,31,26,31,26,66,51,11/21/2017,St. Thomas Aquinas,9,26,USciences,2,10,1,0,1,16,1,7,1,14.6
1681,2010010911,5,11,8,11,8,88,78,1/9/2010,Merrimack,8,20,Assumption,1,4,1,0,1,16,1,7,1,15
2627,2013020632,8,32,35,32,35,79,51,2/6/2013,Bridgeport,8,27,Mercy,1,11,1,0,1,16,1,7,1,20.5
2977,2014020829,9,29,17,17,29,87,94,2/8/2014,Georgian Court,10,25,Felician,2,9,0,1,0,16,0,8,0,17.8
3866,2016112213,12,13,12,12,13,87,104,11/22/2016,Saint Michael's,7,12,Saint Anselm,15,28,0,1,1,16,1,8,0,4.7
4977,2019030220,14,20,18,20,18,94,86,3/2/2019,Bloomfield,13,31,Caldwell,5,15,1,0,1,16,1,8,1,8.6
1034,201701112,12,2,9,2,9,88,82,1/11/2017,Adelphi,12,36,Bentley,4,20,1,0,1,16,1,8,1,13.3
780,201501102,10,2,12,12,2,78,97,1/10/2015,Adelphi,4,11,Saint Anselm,13,27,0,1,1,16,1,9,1,11.7
4808,2019011835,14,35,30,30,35,74,75,1/18/2019,Mercy,5,17,Daemen,14,33,0,1,1,16,1,9,1,13
5052,20090221233,4,34,39,34,39,95,56,2/21/2009,LIU Post,13,31,Molloy,4,15,1,0,1,16,1,9,1,15.2
860,201511248,11,8,9,9,8,86,103,11/24/2015,Assumption,6,13,Bentley,16,29,0,1,1,16,1,10,1,9
